sseqid	sseq_name
5LZS_5	Chain 5, 28S ribosomal RNA
GU926412.1	Uncultured bacterium clone F5K2Q4C04IT3FK 23S ribosomal RNA gene, partial sequence
Z93241.11	Human DNA sequence from clone RP1-222E13 on chromosome 22, complete sequence
LR962876.1	Bos taurus genome assembly, chromosome: 20
NR_121695.1	Sulfuricella denitrificans skB26 16S ribosomal RNA, partial sequence
CP067073.1	Rhizobium sp. AB2/73 plasmid pAtAB2-73e, complete sequence
CP001678.1	Hirschia baltica ATCC 49814, complete genome
AC242242.3	Homo sapiens FOSMID clone WI2-1243C5 from chromosome 1, complete sequence
OK493235.1	Brunneofusispora sp. YPT-2021a strain BRIP 72515d large subunit ribosomal RNA gene, partial sequence
JF727182.2	Pan troglodytes schweinfurthii isolate Mawa mitochondrion, complete genome
CP080633.1	Shewanella putrefaciens strain YZ08 chromosome, complete genome
AC087499.12	Homo sapiens chromosome 17, clone RP11-218E15, complete sequence
JN191198.1	Pan paniscus isolate 260Kumbuka mitochondrion, complete genome
HG994388.1	Canis lupus genome assembly, chromosome: 7
HE650047.1	Uncultured bacteria partial 16S rRNA gene, clone 66c
KJ489988.1	Uncultured bacterium clone leachfield16Sseq321 16S ribosomal RNA gene, partial sequence
OK236080.1	Delftia sp. strain 107 16S ribosomal RNA gene, partial sequence
CP051234.1	MAG: Filomicrobium sp. isolate ih4 chromosome
CP080036.1	Brevundimonas nasdae strain A30 chromosome, complete genome
AC244014.3	Homo sapiens BAC clone CH17-212E3 from chromosome 1, complete sequence
MT937106.1	Agrostis canina isolate DM471 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
AL136131.15	Human DNA sequence from clone RP1-261G23 on chromosome 6p12.2-21.1, complete sequence
LR778301.1	Denitratisoma oestradiolicum strain DSM16959 genome assembly, chromosome: I
NG_034039.1	Homo sapiens dedicator of cytokinesis 10 (DOCK10), RefSeqGene on chromosome 2
M35571.1	P.peniophorae 5S rRNA
OL639004.1	Uncultured bacterium clone Microplastics_LRC_3 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence
JX025602.1	Uncultured Glomeromycota clone 59 18S ribosomal RNA gene, partial sequence
AC243005.2	Homo sapiens FOSMID clone ABC10-44500600A21 from chromosome 10, complete sequence
OL636151.1	Comamonas testosteroni strain PWW17 16S ribosomal RNA gene, partial sequence
CP076061.1	Cupriavidus sp. EM10 chromosome 2, complete sequence
AP023633.1	Homo sapiens DNA, sequence_id: unplaced_0148
MT169982.1	Toniniopsis dissimilis isolate JG153 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
KF097752.1	Uncultured bacterium clone nck244f05c1 16S ribosomal RNA gene, partial sequence
CP022296.1	Nocardioides sp. S5 chromosome, complete genome
XR_006705575.1	PREDICTED: Leopardus geoffroyi U1 spliceosomal RNA (LOC123584619), ncRNA
CP074143.1	Serratia sp. JSRIV002 chromosome, complete genome
FP325313.4	Human DNA sequence from clone CH17-342O10 on chromosome 16, complete sequence
HG818361.1	Uncultured bacterium partial 16S rRNA gene, clone EBP1034
MZ820312.1	Lepraria nothofagi voucher Widhelm, von Konrat & Larrain, 4006 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
CP089304.1	Pseudomonas sp. NIBR-H-19 chromosome, complete genome
AP025035.1	Citrobacter freundii RTE-E5 DNA, complete genome: sequence1
KC177699.1	Acrosathe novella 28S ribosomal RNA gene, partial sequence
NR_102526.1	Rivularia sp. PCC 7116 strain PCC 7116 23S ribosomal RNA, complete sequence
XR_005966465.1	PREDICTED: Xenopus laevis 28S ribosomal RNA (LOC121401724), rRNA
BC068526.1	Homo sapiens family with sequence similarity 3, member C, mRNA (cDNA clone MGC:87350 IMAGE:5287680), complete cds
AP023995.1	Homo sapiens DNA, sequence_id: unplaced_0510
AC279640.1	Homo sapiens chromosome unknown clone VMRC59-306P19, complete sequence
CP083760.1	Candidatus Sulfidibacterium hydrothermale isolate EPR1 chromosome, complete genome
XM_045377578.1	PREDICTED: Macaca fascicularis UPF3A regulator of nonsense mediated mRNA decay (UPF3A), transcript variant X5, mRNA
KF071238.1	Uncultured bacterium clone ncd308c03c1 16S ribosomal RNA gene, partial sequence
AC254104.2	Homo sapiens BAC clone CH17-354I21 from chromosome 10, complete sequence
AC104360.8	Homo sapiens chromosome 11, clone RP11-691A5, complete sequence
JX223172.1	Uncultured bacterium clone EMIRGE_OTU_s4t2e_4260 16S ribosomal RNA gene, partial sequence
XM_015449485.2	PREDICTED: Macaca fascicularis potassium channel tetramerization domain containing 20 (KCTD20), transcript variant X2, mRNA
CP088113.1	Sinorhizobium meliloti strain RRI128 chromosome, complete genome
FJ147172.1	Fungal sp. UI6 strain PA1_3E1d 28S ribosomal RNA gene, partial sequence
XR_006551676.1	PREDICTED: Bubalus bubalis uncharacterized LOC123333990 (LOC123333990), ncRNA
OL818318.1	Cladosporiaceae sp. isolate DT-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MT877142.1	Lichina intermedia voucher I1001 small subunit ribosomal RNA gene, partial sequence
OU941067.1	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus02362
NR_076414.1	Chromohalobacter salexigens strain DSM 3043 23S ribosomal RNA gene, complete sequence
KF372498.1	Ectobius sylvestris voucher MNHN G62 18S ribosomal RNA gene, partial sequence
KF651081.1	Colponema vietnamica strain Colp-7a 28S ribosomal RNA gene, partial sequence
KJ905899.1	Synthetic construct Homo sapiens clone ccsbBroadEn_15569 RPL6 gene, encodes complete protein
CP075183.1	Hydrogenophaga taeniospiralis strain LT2 chromosome, complete genome
CP006032.1	Propionibacterium acnes hdn-1, complete genome
AC254814.1	Homo sapiens chromosome 17 clone CH17-124M20, complete sequence
MT497387.1	Homo sapiens clone BAC JH13 genomic sequence, sequence
AC239804.2	Homo sapiens BAC clone CH17-78J1 from chromosome 1, complete sequence
XR_001490509.2	PREDICTED: Macaca fascicularis elongation factor 1-alpha 1-like (LOC102118463), misc_RNA
6OLE_t	Chain t, 28S ribosomal RNA
BC106056.1	Synthetic construct Homo sapiens ribosomal protein L7, mRNA (cDNA clone IMAGE:3903972), **** WARNING: chimeric clone ****
MW477438.1	Prunus triloba isolate R17 chloroplast, complete genome
CP003679.1	Treponema pallidum subsp. pallidum str. Sea 81-4, complete genome
FJ493225.2	Teratosphaeria toledana strain CBS 115513 28S large subunit ribosomal RNA gene, partial sequence
XM_007720788.1	Bipolaris zeicola 26-R-13 hypothetical protein partial mRNA
KF827127.1	Uncultured beta proteobacterium clone C-5-53 16S ribosomal RNA gene, partial sequence
HM584338.1	Uncultured bacterium clone BF3-8 16S ribosomal RNA gene, partial sequence
KJ703042.1	Uncultured Pseudomonas sp. clone B-26 16S ribosomal RNA gene, partial sequence
AE005673.1	Caulobacter crescentus CB15, complete genome
HQ659116.1	Homo sapiens clone 59 satellite DXZ4 sequence
XM_005579454.3	PREDICTED: Macaca fascicularis Yes1 associated transcriptional regulator (YAP1), transcript variant X11, mRNA
CP083636.1	Gemella morbillorum strain FDAARGOS_1501 chromosome, complete genome
XM_007988475.2	PREDICTED: Chlorocebus sabaeus ribosomal protein S6 kinase C1 (RPS6KC1), transcript variant X10, mRNA
AC245149.3	Homo sapiens BAC clone CH17-400D11 from chromosome 13, complete sequence
CP069533.1	Corynebacterium minutissimum strain FDAARGOS_1196 chromosome, complete genome
XR_005166567.1	PREDICTED: Triticum dicoccoides 5S ribosomal RNA (LOC119344299), rRNA
CP011516.2	Edwardsiella sp. LADL05-105 chromosome, complete genome
AC135791.2	Homo sapiens chromosome 5 clone RP11-772E11, complete sequence
NR_076508.1	Sphingomonas wittichii strain RW1 23S ribosomal RNA gene, complete sequence
MZ420324.1	Spumella benthica strain Hwarim032418A31 large subunit ribosomal RNA gene, partial sequence
7A5H_B	Chain B, mt-tRNAVal
KJ664612.1	Uncultured bacterium clone HTC82 16S ribosomal RNA gene, partial sequence
XR_005647713.1	PREDICTED: Pteropus giganteus 18S ribosomal RNA (LOC120583085), rRNA
AL139333.10	Human DNA sequence from clone RP11-536I19 on chromosome 6, complete sequence
AC279528.1	Homo sapiens chromosome unknown clone VMRC59-344F23, complete sequence
AF510496.1	Penicillium verruculosum 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
OL773559.1	Cupriavidus campinensis strain C19 16S ribosomal RNA gene, partial sequence
OU343087.1	Cervus elaphus genome assembly, chromosome: 10
NR_103114.1	Acidovorax avenae subsp. avenae strain ATCC 19860 23S ribosomal RNA gene, complete sequence
AC099559.2	Homo sapiens chromosome 3 clone RP11-754F19, complete sequence
XR_006086252.1	PREDICTED: Callorhinchus milii 18S ribosomal RNA (LOC121852847), rRNA
GU301820.1	Hysterobrevium mori strain SMH 5273 28S ribosomal RNA gene, partial sequence
KJ877727.1	Uncultured Janthinobacterium sp. clone A14-B44 16S ribosomal RNA gene, partial sequence
CP072520.1	Burkholderia seminalis strain 869T2 chromosome 1, complete sequence
GU924818.1	Uncultured bacterium clone F5K2Q4C04I2SKT 23S ribosomal RNA gene, partial sequence
CP036537.1	Rhodopseudomonas boonkerdii strain NS23 chromosome, complete genome
GU924708.1	Uncultured bacterium clone F5K2Q4C04IE763 23S ribosomal RNA gene, partial sequence
7LS1_A2	Chain A2, 28S rRNA
MZ671996.1	Synthetic construct IDRI plasmid clone 412, complete sequence
GQ021377.1	Uncultured bacterium clone nbu277c08c1 16S ribosomal RNA gene, partial sequence
OL662843.1	Microvirgula sp. strain ST5M 16S ribosomal RNA gene, partial sequence
XR_006158693.1	PREDICTED: Cyprinus carpio 5S ribosomal RNA (LOC122142630), rRNA
NG_017067.1	Homo sapiens kinesin family member 21A (KIF21A), RefSeqGene on chromosome 12
XR_006715504.1	PREDICTED: Leopardus geoffroyi U2 spliceosomal RNA (LOC123604775), ncRNA
NM_001395058.1	Homo sapiens myosin XVB (MYO15B), transcript variant 1, mRNA
JN831264.1	Arthrospira platensis PCC 7345 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, tRNA-Ile and tRNA-Ala genes, complete sequence; and 23S ribosomal RNA gene, partial sequence
XM_015436475.2	PREDICTED: Macaca fascicularis heterogeneous nuclear ribonucleoprotein K (HNRNPK), transcript variant X5, mRNA
OK624436.1	Arthrinium phaeospermum isolate G2 small subunit ribosomal RNA gene, partial sequence
KJ023558.1	Uncultured bacterium isolate DGGE gel band dnb-2 16S ribosomal RNA gene, partial sequence
CP065892.1	Paracoccus marcusii strain CP157 chromosome, complete genome
XM_005545644.3	PREDICTED: Macaca fascicularis ribosomal protein L15 (RPL15), transcript variant X3, mRNA
CP072549.1	Acinetobacter lwoffii strain H7 chromosome, complete genome
EF445046.1	Homo sapiens vimentin (VIM) gene, complete cds, alternatively spliced
OU964926.1	Aplidium turbinatum genome assembly, chromosome: 9
HQ219447.1	Uncultured cryptophyte clone AY2009D5 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
CP079925.1	Comamonas sp. Y33R10-2 chromosome
EF063685.1	Crocodylus porosus 28S ribosomal RNA gene, partial sequence
GQ021755.1	Uncultured bacterium clone nbu282d03c1 16S ribosomal RNA gene, partial sequence
BK001411.1	TPA_exp: Homo sapiens metastasis associated in lung adenocarcinoma transcript 1 short isoform, transcribed non-coding RNA, complete sequence
GQ075006.1	Uncultured bacterium clone nbw219a03c1 16S ribosomal RNA gene, partial sequence
FO681485.2	Human DNA sequence from clone ABC9-43956200P20 on chromosome 1, complete sequence
HQ101265.1	Uncultured Smithella sp. clone F5OHPNU07H4X70 16S ribosomal RNA gene, partial sequence
HQ993200.1	Nuchequula mannusella 28S ribosomal RNA gene, partial sequence
AC005799.1	Homo sapiens chromosome 17, clone hRPK.62_F_10, complete sequence
FN543104.1	Curvibacter putative symbiont of Hydra magnipapillata genomic scaffold HmaUn_WGA69518_1
DQ647928.1	Moraxella ovis 16S ribosomal RNA gene, partial sequence; 16S-23S intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence
KJ530976.1	Rhodosporidium sp. 'maule' strain C36 18S ribosomal RNA gene, partial sequence
CP000542.1	Verminephrobacter eiseniae EF01-2, complete genome
GU928638.1	Uncultured eukaryote clone F5K2Q4C04JK763 28S ribosomal RNA gene, partial sequence
XR_006239396.1	PREDICTED: Carya illinoinensis 28S ribosomal RNA (LOC122298349), rRNA
OK046142.1	Chimonobambusa hirtinoda chloroplast, complete genome
AC025754.4	Homo sapiens chromosome 5 clone CTD-2024P10, complete sequence
MW001092.1	Plagiorchis sp. 2Fu002 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
CP076412.1	Ralstonia wenshanensis strain 56D2 plasmid p56D2, complete sequence
AC246050.2	Homo sapiens BAC clone CH17-5J2 from chromosome 9, complete sequence
XM_037993539.1	PREDICTED: Chlorocebus sabaeus collagen type I alpha 1 chain (COL1A1), transcript variant X5, mRNA
XR_005986891.1	PREDICTED: Vulpes lagopus sperm-associated acrosin inhibitor-like (LOC121487666), transcript variant X10, misc_RNA
OL739260.1	Neohortaea acidophila strain CBS 113389 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
KF097659.1	Uncultured bacterium clone nck243d11c1 16S ribosomal RNA gene, partial sequence
OL636326.1	Methyloversatilis discipulorum strain S_WO.AB16.054 16S ribosomal RNA gene, partial sequence
KJ900751.1	Synthetic construct Homo sapiens clone ccsbBroadEn_10145 TBC1D3C gene, encodes complete protein
EF464575.1	Myriangium sp. SEHS208 28S ribosomal RNA gene, partial sequence
KJ600824.1	Uncultured bacterium clone 38A 16S ribosomal RNA gene, partial sequence
KF800384.1	Uncultured fungus clone CMH293 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
XR_005796941.1	PREDICTED: Puma yagouaroundi uncharacterized LOC121043619 (LOC121043619), ncRNA
EU219621.1	Homo sapiens growth-inhibiting protein 45 mRNA, complete cds
KF089147.1	Uncultured bacterium clone nck116a01c1 16S ribosomal RNA gene, partial sequence
NM_203458.6	Homo sapiens notch 2 N-terminal like A (NOTCH2NLA), transcript variant 1, mRNA
EU624016.1	Euglena carterae strain SAG 1224-22 large subunit ribosomal RNA gene, partial sequence
XR_004924106.1	PREDICTED: Halichoerus grypus 5S ribosomal RNA (LOC118549464), rRNA
GU926819.1	Uncultured bacterium clone F5K2Q4C04IM6LI 23S ribosomal RNA gene, partial sequence
KC605814.1	Uncultured bacterium clone BAC5_2235 16S ribosomal RNA gene, partial sequence
XR_006162413.1	PREDICTED: Cyprinus carpio 5S ribosomal RNA (LOC122148484), rRNA
FR990039.1	Hesperia comma genome assembly, chromosome: 26
CP045565.1	Candidatus Liberibacter asiaticus strain GDHZ11D chromosome, complete genome
XR_004921155.1	PREDICTED: Halichoerus grypus 18S ribosomal RNA (LOC118543604), rRNA
AP013187.1	Homo sapiens mitochondrial DNA, complete sequence, isolate: JI0086
JQ999731.1	Uncultured bacterium clone GKJWQY101AVKOW 23S ribosomal RNA gene, partial sequence
CR792416.16	Zebrafish DNA sequence from clone DKEYP-30D6 in linkage group 3, complete sequence
NR_076329.1	Mycoplasma penetrans strain HF-2 23S ribosomal RNA gene, complete sequence
AP023758.1	Homo sapiens DNA, sequence_id: unplaced_0273
JN245878.1	Uncultured bacterium clone eff-100 16S ribosomal RNA gene, partial sequence
OL813217.1	Burkholderia sp. strain PSB3 16S ribosomal RNA gene, partial sequence
XR_006086055.1	PREDICTED: Callorhinchus milii 18S ribosomal RNA (LOC121852109), rRNA
MK431827.1	Zygophyllum fabago mitochondrion, complete genome
CP051650.1	Streptococcus pneumoniae strain B1900 chromosome, complete genome
FP325308.11	Human DNA sequence from clone CH17-297A18 on chromosome 22, complete sequence
XR_005619488.1	PREDICTED: Pimephales promelas 5S ribosomal RNA (LOC120466090), rRNA
DQ310741.1	Uncultured bacterium clone WCC54D-D5 16S ribosomal RNA gene, partial sequence
KF508890.1	Uncultured Propionibacterium sp. clone 865 16S ribosomal RNA gene, partial sequence
GU923826.1	Uncultured bacterium clone F5K2Q4C04IDC59 23S ribosomal RNA gene, partial sequence
CP068737.1	Danio rerio strain T5D chromosome 3
OK236066.1	Flavobacterium sp. strain 17 16S ribosomal RNA gene, partial sequence
AP023714.1	Homo sapiens DNA, sequence_id: unplaced_0229
AB968105.1	Acinetobacter sp. NCCP-680 gene for 16S ribosomal RNA, partial sequence
AC203662.3	Homo sapiens FOSMID clone ABC10-43667000H21 from chromosome 3, complete sequence
AC254968.1	Gorilla gorilla chromosome 15 clone CH277-45G13, complete sequence
XR_005200956.1	PREDICTED: Cebus imitator U1 spliceosomal RNA (LOC119471864), ncRNA
FJ410719.1	Uncultured eukaryote clone EBM53.95 18S ribosomal RNA gene, partial sequence
CP089227.1	Nocardia asteroides strain FDAARGOS_1622 chromosome, complete genome
CP001044.1	Paraburkholderia phymatum STM815 chromosome 2, complete sequence
OL780323.1	Gomphonema acuminatum strain CBac2020014 small subunit ribosomal RNA gene, partial sequence
CP049795.1	Delftia sp. WY8 chromosome, complete genome
CP066026.1	Brevundimonas diminuta strain FDAARGOS_1026 chromosome, complete genome
