sseqid	sseq_name
MCA3888604.1	No_Species
AJP84080.1	Fzo1p [Saccharomyces cerevisiae YJM1433]
WP_111810617.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Acinetobacter sp. SM1B]
ADM90120.1	conserved hypothetical protein [Streptococcus pneumoniae 670-6B]
QUX97813.1	hypothetical protein C0J08_21435, partial [Marinomonas sp. CT5]
WP_145431504.1	hypothetical protein, partial [Staphylococcus haemolyticus]
CAB4327637.1	hypothetical protein BCH_03058 [Brucella sp. 191011898]
BAU03385.1	hypothetical protein VIGAN_UM093700, partial [Vigna angularis var. angularis]
BBE08256.1	Uncharacterized protein MCB1EB_0095 [Mycoavidus cysteinexigens]
AJP86369.1	Fzo1p [Saccharomyces cerevisiae YJM1450]
RHE27939.1	hypothetical protein DW753_15480 [Agathobacter rectalis]
PNJ83074.1	C12orf45 isoform 3, partial [Pongo abelii]
TIL22581.1	MAG: hypothetical protein E5Y85_35560, partial [Mesorhizobium sp.]
UJT31894.1	RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]
PDS27419.1	hypothetical protein CO650_31925 [Rhizobium phaseoli]
MCC2646658.1	No_Species
CJL31330.1	Uncharacterised protein [Streptococcus pneumoniae]
KAE8168706.1	hypothetical protein BKA90DRAFT_91477, partial [Yarrowia lipolytica]
SCX22881.1	hypothetical protein DSM25559_2284 [Agrobacterium rosae]
AEM36063.1	putative senescence-associated protein, partial [Mytilus edulis]
OYY54425.1	MAG: N-acetyl-gamma-glutamyl-phosphate reductase [Polynucleobacter sp. 35-46-207]
VVW88423.1	unnamed protein product, partial [Nymphaea colorata]
ATQ34690.1	hypothetical protein CS400_13905 [Lactiplantibacillus plantarum]
OQX26533.1	MAG: RNAase [Desulfobacteraceae bacterium IS3]
EMC26123.1	hypothetical protein SMU86_10552, partial [Streptococcus mutans U2A]
GGE76245.1	hypothetical protein GCM10007278_25540 [Paenalcaligenes hominis]
KNA48018.1	cell wall-associated hydrolase, partial [Vibrio cholerae V51]
KZE94417.1	hypothetical protein AVP43_02707 [Geobacillus stearothermophilus]
WP_248907587.1	hypothetical protein [Flavobacterium sp. K5-23]
KAI4473674.1	hypothetical protein M0804_015238 [Polistes exclamans]
ETO58159.1	RNAase [Staphylococcus aureus MUM270]
ETW64085.1	hypothetical protein PFMC_00109 [Plasmodium falciparum CAMP/Malaysia]
CAD6871923.1	hypothetical protein [Methylomonas fluvii]
EGW77085.1	hypothetical protein ECSTECB2F1_0059 [Escherichia coli O91:H21 str. B2F1]
CCG06601.1	Putative uncharacterized protein, partial [Pararhodospirillum photometricum DSM 122]
VFV43673.1	Hypothetical predicted protein, partial [Lynx pardinus]
WP_234969295.1	hypothetical protein, partial [Bacillus mediterraneensis]
OQY58162.1	MAG: hypothetical protein B6245_13290 [Desulfobacteraceae bacterium 4572_88]
AAK89481.1	hypothetical protein Atu3942 [Agrobacterium fabrum str. C58]
CVI17731.1	conserved hypothetical protein [Agrobacterium tumefaciens str. B6]
QKI32033.1	hypothetical protein (mitochondrion) [Ombrophytum subterraneum]
MBS1157359.1	No_Species
CAB5278204.1	hypothetical protein IST495A_06018 [Burkholderia multivorans]
PLC65554.1	hypothetical protein B9P82_07320 [Citrobacter sp. L55]
CCZ19492.1	putative uncharacterized protein [Sutterella wadsworthensis CAG:135]
AOE11686.1	hypothetical protein [uncultured bacterium]
KAD5317821.1	hypothetical protein E3N88_17767 [Mikania micrantha]
OUI24147.1	hypothetical protein AZZ71_002872, partial [Klebsiella pneumoniae]
RMS89268.1	hypothetical protein ALP58_03924 [Pseudomonas savastanoi]
CCF20818.1	conserved hypothetical protein [Pseudorhizobium banfieldiae]
VDO57205.1	unnamed protein product [Brugia timori]
KAE9514957.1	hypothetical protein FXW26_05315 [Candidatus Liberibacter asiaticus]
KAI2549282.1	bridging integrator 3 [Homo sapiens]
KDY51111.1	hypothetical protein AC20_5803, partial [Escherichia coli 2-460-02_S3_C2]
KAF8307317.1	hypothetical protein TcBrA4_0018640 [Trypanosoma cruzi]
CUA15502.1	Uncharacterised protein [Escherichia coli]
KDT39339.1	hypothetical protein AD15_5463, partial [Escherichia coli 3-105-05_S4_C2]
EDK87970.1	hypothetical protein FNP_0151 [Fusobacterium polymorphum ATCC 10953]
KAF1858551.1	hypothetical protein Lal_00015069, partial [Lupinus albus]
VDK80032.1	unnamed protein product [Anisakis simplex]
KHN01092.1	hypothetical protein glysoja_048681, partial [Glycine soja]
EFE20963.1	hypothetical protein EDWATA_04070 [Edwardsiella tarda ATCC 23685]
AAD44515.1	unknown, partial [Brugia malayi]
CEE24891.1	hypothetical protein XAC908_1160001 [Xanthomonas citri pv. citri]
KAI1733356.1	hypothetical protein F4680DRAFT_442021 [Xylaria scruposa]
SCM76796.1	hypothetical protein KL86PLE_40601 [uncultured Pleomorphomonas sp.]
EFE53624.1	hypothetical protein PROVRETT_07658 [Providencia rettgeri DSM 1131]
CAH2777233.1	MAG: ATP-dependent protease La (EC Type I [uncultured Caballeronia sp.]
ANT01126.1	hypothetical protein A8B94_11150 [Bordetella pertussis]
THR61449.1	hypothetical protein FAT46_20570 [Klebsiella pneumoniae]
KAF1854464.1	hypothetical protein Lal_00008596 [Lupinus albus]
KAF1853180.1	hypothetical protein Lal_00009540 [Lupinus albus]
EDR65374.1	conserved hypothetical protein [Yersinia pestis biovar Mediaevalis str. K1973002]
EHV19536.1	hypothetical protein ECDEC4E_0059 [Escherichia coli DEC4E]
KAF4001429.1	Mitofusin FZO1 [Saccharomyces cerevisiae]
GGY21893.1	hypothetical protein GCM10007386_57940 [Pseudoduganella dura]
KAF0160548.1	MAG: hypothetical protein FD188_1619, partial [Ignavibacteria bacterium]
PWT56439.1	hypothetical protein DKZ29_11780 [Limosilactobacillus reuteri]
CAH0062572.1	protein of unknown function [Stenotrophomonas maltophilia]
AEA52584.1	Conserved protein [Lacticaseibacillus paracasei]
CAG7723472.1	unnamed protein product [Allacma fusca]
AXA74834.1	hypothetical protein CE205_22050 [Achromobacter insolitus]
CBA31940.1	hypothetical protein Csp_D29630 [Curvibacter putative symbiont of Hydra magnipapillata]
EEY31938.1	No_Species
WP_033542364.1	alpha-ketoacid dehydrogenase subunit beta [Planococcus sp. CAU13]
EMR91350.1	IS1 transposase InsAB, partial [Escherichia coli ONT:H33 str. C48/93]
Q8TGM5.1	RecName: Full=Putative uncharacterized protein ART3; AltName: Full=Antisense to ribosomal RNA transcript protein 3
CAG9213498.1	hypothetical protein BVI1335_2420002 [Burkholderia vietnamiensis]
WP_105733093.1	LLM class flavin-dependent oxidoreductase [Phyllobacterium myrsinacearum]
RGH31227.1	hypothetical protein DV740_07685 [Roseburia sp. AF02-12]
ABE05727.1	hypothetical protein UTI89_C0218 [Escherichia coli UTI89]
ORD31628.1	hypothetical protein A4T40_04415 [Escherichia coli]
SCX36429.1	hypothetical protein DSM25559_5471 [Agrobacterium rosae]
GAK31509.1	hypothetical protein WOSG25_100750 [Weissella oryzae SG25]
BBE08255.1	No_Species
KXU00811.1	hypothetical protein WEIDD23_02134 [Weissella sp. DD23]
KUW08933.1	hypothetical protein AWF53_06250, partial [Escherichia coli]
CAB5155287.1	hypothetical protein IST4131_06855 [Burkholderia cenocepacia]
THC87409.1	hypothetical protein EYZ11_013148 [Aspergillus tanneri]
WP_211775587.1	hypothetical protein, partial [Escherichia coli]
EDM70192.1	hypothetical protein RAZWK3B_11306 [Roseobacter sp. AzwK-3b]
NCF05603.1	No_Species
RLU75203.1	hypothetical protein CTZ27_38730 [Streptomyces griseocarneus]
MBN4659246.1	No_Species
AAW78953.1	GekBS107P [Gekko japonicus]
PLC65555.1	hypothetical protein B9P82_07325 [Citrobacter sp. L55]
CRH32011.1	Uncharacterized protein BN1183_AB_00600 [Pantoea ananatis]
KAF0786415.1	hypothetical protein L243_09780 [Salmonella enterica subsp. enterica serovar Worthington str. BCH-3008]
CRH30252.1	hypothetical protein BN1182_BQ_01850 [Pantoea ananatis]
WP_112223878.1	alpha-ketoacid dehydrogenase subunit beta [Planococcus halotolerans]
KAG1441760.1	hypothetical protein G6F57_018615 [Rhizopus arrhizus]
KAF1853292.1	hypothetical protein Lal_00009654 [Lupinus albus]
EEX24764.1	hypothetical protein HMPREF0513_01843 [Limosilactobacillus fermentum 28-3-CHN]
CCK89149.1	hypothetical protein BN163_2260002 [Clostridioides difficile T5]
CRD51899.1	hypothetical protein BN126340003 [Stenotrophomonas indicatrix]
ABM53545.1	conserved hypothetical protein [uncultured beta proteobacterium CBNPD1 BAC clone 578]
GAP03282.1	hypothetical protein FPFC_051040 [Fructobacillus pseudoficulneus]
TRX35380.1	hypothetical protein FNW52_11710 [Flavobacterium sp. ZT3R18]
VVW88627.1	unnamed protein product, partial [Nymphaea colorata]
KLW77493.1	hypothetical protein SK62_03847, partial [Enterobacter sp. BIDMC109]
EJH40972.1	serine acetyltransferase [Vibrio cholerae CP1048(21)]
GAK29904.1	hypothetical protein SLIQ_24755, partial [Serratia liquefaciens FK01]
SIT40291.1	hypothetical protein BN2476_240081 [Paraburkholderia piptadeniae]
GHC07839.1	hypothetical protein GCM10007290_40430 [Providencia thailandensis]
KAG6725984.1	hypothetical protein I3842_02G058200 [Carya illinoinensis]
WP_043940707.1	50S ribosomal protein L7/L12 [Weissella cibaria]
KAF1858388.1	hypothetical protein Lal_00014897 [Lupinus albus]
CCD41033.1	ATP-dependent protease La TypeI [Candidatus Paraburkholderia kirkii UZHbot1]
GAQ26319.1	putative uncharacterized protein [Ralstonia sp. NT80]
KAF1853194.1	hypothetical protein Lal_00009554 [Lupinus albus]
SPY06822.1	Uncharacterised protein [Oligella urethralis]
ELT98581.1	hypothetical protein CAPTEDRAFT_146414, partial [Capitella teleta]
EFE51872.1	hypothetical protein PROVRETT_09454 [Providencia rettgeri DSM 1131]
RAQ05828.1	hypothetical protein DPR00_37005 [Burkholderia pseudomallei]
SUP58484.1	Uncharacterised protein [Weissella viridescens]
KYG39561.1	hypothetical protein M433DRAFT_79765, partial [Acidomyces richmondensis BFW]
KAI2588658.1	tyrosine kinase 2, partial [Homo sapiens]
SPA12627.1	conserved hypothetical protein [Cupriavidus taiwanensis]
ETW19866.1	hypothetical protein PFFVO_01223 [Plasmodium falciparum Vietnam Oak-Knoll (FVO)]
BAG46934.1	hypothetical protein BMULJ_05092 [Burkholderia multivorans ATCC 17616]
ARJ18472.1	hypothetical protein B7467_05435, partial [Staphylococcus lugdunensis]
VVW84697.1	unnamed protein product, partial [Nymphaea colorata]
AFK36365.1	unknown [Lotus japonicus]
EFZ67838.1	hypothetical protein ECOK1357_4217 [Escherichia coli OK1357]
VDO49980.1	unnamed protein product [Brugia timori]
QNA41792.1	T-cell receptor alpha chain, partial [Macaca mulatta]
GGX54808.1	hypothetical protein GCM10010946_36730 [Undibacterium squillarum]
EGC73343.1	hypothetical protein HMPREF0490_02918, partial [Lachnospiraceae bacterium 6_1_37FAA]
CBA31932.1	hypothetical protein Csp_D29590 [Curvibacter putative symbiont of Hydra magnipapillata]
RGG62480.1	hypothetical protein DWX28_07340 [Blautia sp. AF19-10LB]
KNA02748.1	hypothetical protein SOVF_215730, partial [Spinacia oleracea]
KMS64527.1	hypothetical protein BVRB_019370, partial [Beta vulgaris subsp. vulgaris]
BBC84764.1	nitric oxide reductase, partial [uncultured prokaryote]
WP_212637407.1	hypothetical protein, partial [Enterococcus sp. 2F9_DIV0599]
WP_205966144.1	hypothetical protein, partial [Pseudomonas viridiflava]
WP_002431067.1	hypothetical protein, partial [Escherichia sp. 4_1_40B]
CRH27628.1	Uncharacterized protein {ECO:0000313|EMBL:EEH89636.1} [Pantoea ananatis]
EHH29987.1	hypothetical protein EGK_10551, partial [Macaca mulatta]
EFH95998.1	hypothetical protein HMPREF0769_11381 [Staphylococcus aureus subsp. aureus MN8]
SOD38215.1	hypothetical protein SAMN06273570_2608 [Enterobacteriaceae bacterium JKS000234]
GIX54970.1	hypothetical protein CQA4T8M7_42260 [Sphaerotilus natans]
TDG75485.1	hypothetical protein C5L33_000370 [Lactobacillus pasteurii]
EUM86929.1	hypothetical protein L352_07918, partial [Enterobacter sp. MGH 6]
WP_179400793.1	amidophosphoribosyltransferase [Burkholderia guangdongensis]
CCG06597.1	Putative uncharacterized protein, partial [Pararhodospirillum photometricum DSM 122]
KMS64700.1	hypothetical protein BVRB_017580, partial [Beta vulgaris subsp. vulgaris]
CDN41082.1	Putative uncharacterized protein [Paenibacillus sp. P22]
VTR19734.1	Uncharacterised protein [Actinobacillus pleuropneumoniae]
EHY06159.1	hypothetical protein ECDEC15A_0209 [Escherichia coli DEC15A]
SOY56393.1	hypothetical protein CBM2588_A60262 [Cupriavidus taiwanensis]
KAF1898447.1	hypothetical protein Lal_00042141 [Lupinus albus]
EOW31691.1	hypothetical protein A1YC_04685, partial [Escherichia coli KTE126]
KAF1857764.1	hypothetical protein Lal_00041143 [Lupinus albus]
KOS84325.1	hypothetical protein DM45_1510 [Burkholderia mallei]
EDU60913.1	hypothetical protein PROSTU_01098 [Providencia stuartii ATCC 25827]
EXB36957.1	hypothetical protein L484_018333 [Morus notabilis]
ETW45973.1	hypothetical protein PFMALIP_05962 [Plasmodium falciparum MaliPS096_E11]
ABE05728.1	hypothetical protein UTI89_C0222 [Escherichia coli UTI89]
CCG20229.1	hypothetical protein KUM_1451, partial [Taylorella asinigenitalis 14/45]
AAM86652.1	hypothetical [Yersinia pestis KIM10+]
TNV68341.1	hypothetical protein FHK04_11720 [Trichococcus shcherbakoviae subsp. psychrophilus]
EOX04015.1	hypothetical protein A17Q_04389, partial [Escherichia coli KTE226]
NCZ75185.1	No_Species
CCI75037.1	unnamed protein product [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]
WP_212199614.1	No_Species
ESM54919.1	hypothetical protein L399_00100, partial [Klebsiella pneumoniae BWH 28]
SOZ25706.1	hypothetical protein CBM2609_A160007 [Cupriavidus taiwanensis]
EDM97732.1	hypothetical protein BACCAP_04475 [Pseudoflavonifractor capillosus ATCC 29799]
EUL73721.1	hypothetical protein P831_05007, partial [Klebsiella aerogenes UCI 28]
GEM56761.1	hypothetical protein FB1_29820 [Flavobacterium branchiophilum NBRC 15030 = ATCC 35035]
RXA79546.1	hypothetical protein EQ835_09965 [Latilactobacillus sakei]
WP_253137504.1	hypothetical protein, partial [Bacillus subtilis]
WP_223613478.1	LLM class flavin-dependent oxidoreductase [Phyllobacterium calauticae]
EXC97059.1	hypothetical protein J496_3968, partial [Acinetobacter baumannii 1247182]
VDO57626.1	unnamed protein product [Brugia timori]
WP_227504017.1	GTP-binding protein, partial [Acinetobacter baumannii]
KYP97844.1	RNAase [Rickettsia endosymbiont of Proechinophthirus fluctus]
OUG51622.1	hypothetical protein AZZ61_004112, partial [Klebsiella variicola]
EAX08642.1	hCG1816309 [Homo sapiens]
CPL75318.1	aldehyde dehydrogenase [Burkholderia pseudomallei]
GFB02402.1	No_Species
KCX51577.1	hypothetical protein J528_3609, partial [Acinetobacter baumannii 135867]
EHH28336.1	hypothetical protein EGK_18756, partial [Macaca mulatta]
GFP20326.1	hypothetical protein HKBW3S03_01828, partial [Candidatus Hakubella thermalkaliphila]
CAA6673972.1	unnamed protein product [Spirodela intermedia]
KNH49630.1	hypothetical protein VCV52_3868, partial [Vibrio cholerae V52]
CEJ83743.1	conserved hypothetical protein [Hyphomicrobium sp. GJ21]
ACF23508.1	hypothetical protein [uncultured bacterium]
EEW89198.1	conserved hypothetical protein [Brucella suis bv. 4 str. 40]
VXA81466.1	conserved hypothetical protein [Acinetobacter sp. 8I-beige]
WP_154135320.1	oxygen-independent coproporphyrinogen III oxidase [Herbaspirillum sp. CAH-3]
PWY61571.1	hypothetical protein BO70DRAFT_409191, partial [Aspergillus heteromorphus CBS 117.55]
GAN72223.1	hypothetical protein Absy_048_002 [Acetobacter syzygii]
GKV53457.1	hypothetical protein SLEP1_g59979 [Rubroshorea leprosula]
ETW45730.1	hypothetical protein PFMALIP_06208, partial [Plasmodium falciparum MaliPS096_E11]
CCK92575.1	hypothetical protein BN164_2010001 [Clostridioides difficile T20]
AOE11702.1	retron-type RNA-directed DNA polymerase [uncultured bacterium]
EDO57889.1	hypothetical protein CLOL250_01439 [Clostridium sp. L2-50]
WP_027813559.1	MULTISPECIES: mercuric ion transporter MerT [Burkholderiaceae]
AHM55305.1	hypothetical protein CF60_26395 [Escherichia coli]
ORN56257.1	hypothetical protein B8A19_15160 [Staphylococcus aureus]
CAB5278203.1	hypothetical protein IST495A_06017 [Burkholderia multivorans]
KAF8548979.1	hypothetical protein OG21DRAFT_1422086, partial [Imleria badia]
GBL20827.1	hypothetical protein EMGBS4_08870 [Acidimicrobiaceae bacterium]
CAG9254460.1	hypothetical protein PUN4_220021 [Paraburkholderia unamae]
EFV16542.1	LOW QUALITY PROTEIN: hypothetical protein HMPREF0996_01738, partial [Lachnospiraceae bacterium 5_1_63FAA]
EMC20273.1	hypothetical protein SMU82_09822, partial [Streptococcus mutans SM6]
KFA45287.1	hypothetical protein EW35_3255 [Staphylococcus aureus]
GFR72346.1	LOW QUALITY PROTEIN: identified by MetaGeneAnnotator [Elysia marginata]
GBG13986.1	histone deacetylase [Novimethylophilus kurashikiensis]
CAD9217008.1	hypothetical protein BCEN4_1010035 [Burkholderia cenocepacia]
AID23548.1	cell wall-associated hydrolase, partial [Phaeodactylum tricornutum]
OUI69313.1	hypothetical protein AZZ99_003607, partial [Serratia marcescens]
WP_256147867.1	hypothetical protein, partial [[Clostridium] scindens]
OUG61146.1	hypothetical protein AZZ85_002050, partial [Klebsiella pneumoniae]
CAH2809598.1	MAG: hypothetical protein CBARDMAM_5813 [uncultured Caballeronia sp.]
ASC82089.1	hypothetical protein CDA59_06275 [Bacillus subtilis]
CHW70251.1	elongation factor Tu [Salmonella enterica subsp. enterica serovar Typhi]
OUG58692.1	hypothetical protein AZZ86_004774, partial [Klebsiella pneumoniae]
WP_230794092.1	hypothetical protein, partial [Enterobacter cloacae]
EAW77348.1	hCG2045339 [Homo sapiens]
GHA80090.1	hypothetical protein GCM10009007_21060 [Formosimonas limnophila]
EBA38671.1	hypothetical protein COLAER_02245 [Collinsella aerofaciens ATCC 25986]
EJZ64081.1	hypothetical protein SF148580_3104 [Shigella flexneri 1485-80]
EDU61869.1	hypothetical protein PROSTU_00109 [Providencia stuartii ATCC 25827]
SEI00833.1	conserved hypothetical protein [Bathymodiolus azoricus thioautotrophic gill symbiont]
PJH16581.1	hypothetical protein CUU03_04715 [Klebsiella pneumoniae]
WP_049125534.1	amidophosphoribosyltransferase, partial [Burkholderia cenocepacia]
EHH16558.1	hypothetical protein EGK_11851, partial [Macaca mulatta]
DAD24189.1	TPA_asm: hypothetical protein HUJ06_025652 [Nelumbo nucifera]
EEI46427.1	hypothetical protein HMPREF0693_3633 [Proteus mirabilis ATCC 29906]
MCB5365038.1	No_Species
EDN75573.1	hypothetical protein MHA_2707 [Mannheimia haemolytica PHL213]
KAG6675228.1	hypothetical protein I3842_15G091100 [Carya illinoinensis]
OUE71121.1	hypothetical protein AZ007_004229, partial [Citrobacter freundii]
EEQ62543.1	hypothetical protein CBFG_06255, partial [Clostridiales bacterium 1_7_47FAA]
KAI2541114.1	hypothetical protein KI723_060303 [Homo sapiens]
WP_087630305.1	endopeptidase La [Caballeronia telluris]
AYD12365.1	hypothetical protein DA426_19835 [Clostridioides difficile]
